torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz
0.04779999999999518,0.004600000000039017,0.0078000000000315595,0.07065200000000083,-0.02368479999999995,0.02444099999999949,-0.04914299999999994,0.029749999999999943,0.024200000000000443,0.012079999999997426,0.12099999999999511,-0.0522000000000844,-0.06790000000000873,-0.5214999999999463,0.0030999999999039574,0.027700000000095315,-0.008900000000039654,0.13710000000000377,0.07540000000000191,0.10159999999996217
0.06700000000000728,0.028299999999944703,0.013699999999971624,-0.05602600000000013,-6.200000000011752e-06,0.006168999999999869,0.0712839999999999,0.03475999999999857,0.02984999999999971,0.021370000000004552,0.23470000000000368,-0.06520000000000437,-0.046999999999997044,-0.6153000000000475,-0.0020999999999276042,-0.0342000000000553,-0.003499999999917236,0.14029999999999632,0.04419999999998936,0.07200000000000273
0.07239999999995916,0.06660000000005084,0.029899999999997817,-0.0620510000000003,-0.0038880000000000026,-0.00045800000000006946,0.20154300000000003,-0.08754000000000062,0.045889999999999986,-0.33773000000000053,1.0886999999999887,1.4361000000000104,0.48689999999999145,1.156400000000076,-0.04690000000005057,-0.01160000000004402,0.024599999999963984,0.2744000000000142,0.25310000000001764,-0.2659999999999627
0.05380000000002383,0.04699999999996862,0.004200000000025739,-0.04936399999999974,-0.009879499999999986,-0.0012689999999988544,0.0695920000000001,0.042070000000002494,0.08586000000000027,0.011299999999998533,0.2867000000000104,-0.09190000000000964,-0.059699999999992315,-0.6548000000000229,0.039800000000013824,0.05690000000004147,-0.005899999999996908,0.20489999999998076,0.05910000000000082,0.00839999999993779
-0.04599999999999227,-0.04359999999996944,0.03089999999997417,-0.009711000000000247,0.049122099999999946,-0.04363500000000009,0.12772300000000003,-0.0464500000000001,-0.0016700000000007265,-0.10913999999999646,0.11789999999999168,0.18210000000010496,0.08910000000000196,-0.4211999999999989,0.05989999999997053,-0.06839999999999691,-0.08730000000002747,0.2913000000000068,0.10890000000000555,-0.0141999999999598
0.04939999999999145,0.052399999999977354,0.00760000000002492,-0.026409000000000127,0.0029903000000000013,-0.0006800000000009021,0.047711999999999755,0.005630000000000024,0.14713000000000065,-0.020350000000000534,0.13190000000000168,-0.06120000000009895,-0.19169999999999732,-0.5272999999999683,0.041200000000003456,0.04679999999996198,-0.002499999999940883,0.2710999999999899,0.14629999999999654,0.13670000000001892
0.041400000000010095,0.03190000000000737,0.014499999999998181,0.04515400000000014,-0.020603399999999994,-0.0047519999999998674,0.011889000000000038,0.010849999999997806,0.1356800000000007,-0.09645000000000437,0.06060000000000798,-0.0667999999999438,-0.27889999999999304,-0.43670000000008713,-0.08969999999999345,-0.07420000000001892,0.053699999999935244,0.3259000000000185,0.20900000000000318,0.009000000000014552
0.056100000000014916,0.05299999999999727,-0.002299999999991087,0.010231000000000101,-0.005284899999999981,-0.02257799999999932,0.057488000000000206,-0.0302599999999984,0.1918299999999995,-0.0253099999999975,-0.14060000000000628,-0.023099999999999454,-0.30270000000001573,-0.30160000000000764,-0.18409999999994398,-0.03979999999990014,0.11770000000001346,0.24739999999999895,0.0736999999999739,0.13269999999999982
0.03299999999995862,0.010800000000017462,-0.011200000000030741,-0.04563300000000048,-0.017916600000000005,0.03204999999999991,0.07621399999999978,0.015840000000000742,0.13714000000000226,-0.05331999999999937,-0.004599999999996385,-0.16819999999995616,-0.3365000000000009,-0.36969999999996617,0.01710000000002765,0.048199999999951615,0.013699999999971624,0.27770000000001005,0.12690000000003465,0.041200000000003456
0.06310000000001992,0.048399999999958254,0.004400000000032378,0.030251000000000694,0.00994879999999998,-0.01964399999999955,0.0636600000000005,-0.08905999999999992,0.23066999999999993,-0.0603800000000021,-0.2021000000000015,0.01059999999995398,-0.22350000000000136,-0.24850000000003547,-0.053200000000060754,-0.05889999999999418,-0.002499999999940883,0.29249999999998977,0.3573999999999842,0.3891999999999598
0.07589999999999009,0.038100000000042655,-0.006399999999985084,-0.017412000000000205,-0.027992199999999967,0.037624999999998465,0.08621499999999926,-0.0223600000000026,0.15687999999999747,-0.0710899999999981,-0.1092000000000013,-0.045500000000060936,-0.2353999999999985,-0.26709999999991396,-0.003100000000017644,0.013199999999983447,0.010099999999965803,0.2483000000000004,0.12830000000002428,0.09299999999996089
0.07130000000000791,0.02909999999997126,-0.03390000000001692,-0.025932000000000066,-0.023417699999999986,0.02287399999999984,0.04593000000000025,0.014930000000003218,0.1264700000000012,-0.05442000000000036,-0.05670000000000641,-0.07909999999992579,-0.21869999999998413,-0.3223000000000411,0.0038000000000693035,-0.00580000000002201,0.0030000000000427463,0.26030000000000086,0.11050000000000182,0.033599999999978536
0.04750000000001364,0.0033000000000242835,-0.03300000000001546,-0.0443819999999997,0.014891299999999996,-0.009267999999998722,0.057654000000000316,-0.008010000000002293,0.1319599999999994,-0.03323999999999927,-0.04029999999998779,-0.07159999999998945,-0.23550000000000182,-0.30179999999995744,-0.009999999999990905,-0.01310000000000855,0.011599999999930333,0.18829999999999814,0.07899999999995089,0.06500000000005457
0.06409999999999627,0.0072999999999865395,-0.05389999999999873,-0.0036240000000002937,-0.003401000000000043,0.012155999999999167,0.021843999999999753,-0.007269999999998333,0.1154900000000012,-0.019770000000001176,-0.044899999999998386,-0.18100000000004002,-0.2587000000000046,-0.3772000000000162,0.00839999999993779,0.026299999999991996,-0.0009000000000014552,0.12549999999998818,-0.024699999999995725,0.030300000000011096
0.07599999999996498,0.01659999999998263,-0.04279999999999973,-0.027428000000000452,-0.019708999999999977,0.030753000000000696,0.013638000000000261,0.01911999999999736,0.05141000000000062,-0.03625999999999863,0.06449999999999534,-0.17880000000002383,-0.2838000000000136,-0.2960000000000491,0.0050999999999703505,-0.017099999999913962,-0.003399999999942338,0.1605000000000132,0.09420000000000073,0.025300000000015643
0.06929999999999836,0.02719999999999345,-0.06009999999997717,-0.031959999999999766,-0.014303100000000013,0.022793999999999315,0.022318999999999534,0.013770000000000948,0.026849999999999596,-0.05371000000000237,-0.07000000000000739,-0.10109999999997399,-0.21119999999999095,-0.1595999999999549,0.025700000000028922,0.02719999999999345,0.0072999999999865395,0.11029999999999518,-0.007199999999954798,0.002399999999965985
0.04570000000001073,-0.002299999999991087,-0.07880000000000109,-0.00539899999999971,0.02222479999999999,-0.003754999999999953,0.00958199999999998,-0.014769999999998618,0.05917999999999779,-0.03061999999999898,0.026300000000006207,-0.14009999999996126,-0.3077000000000112,-0.0905999999999949,-0.015099999999961256,0.015899999999987813,-0.006200000000035288,0.07699999999999818,0.06999999999999318,0.014700000000061664
0.050700000000006185,-0.0009999999999763531,-0.07730000000003656,-0.05149899999999974,-0.0147486,0.03293900000000072,0.013505000000000322,0.017789999999997974,-0.018559999999997245,-0.02009999999999934,-0.11639999999999873,-0.15050000000007913,-0.2646999999999906,-0.05050000000005639,0.008500000000026375,0.0014999999999645297,-0.011899999999968713,0.03450000000000841,-0.06390000000004648,-0.03120000000001255
0.06889999999998508,-0.01870000000002392,-0.03190000000000737,-0.0018489999999999895,-0.017216499999999968,0.019408000000000314,-0.040076,0.02446000000000126,-0.008780000000001564,-0.04735000000000156,0.0490999999999957,-0.15189999999995507,-0.30219999999999914,0.0039000000000442014,-0.043000000000006366,-0.04210000000000491,0.02030000000002019,0.10729999999998086,0.1068000000000211,-0.06890000000009877
0.06100000000003547,-0.010600000000010823,-0.09169999999994616,-0.05723300000000009,0.012184899999999999,-0.005245000000000388,0.05167799999999989,0.00835000000000008,0.004339999999999122,-0.03956999999999766,-0.09420000000000073,-0.08820000000002892,-0.21169999999999334,0.030300000000011096,0.020800000000008367,0.021399999999971442,-0.002299999999991087,-0.01079999999998904,-0.03690000000000282,-0.035799999999994725
0.06829999999996517,-0.01839999999998554,-0.0553000000000452,-0.02013599999999993,0.0066305999999999865,0.01715899999999948,-0.019548000000000343,0.017900000000000915,-0.0278199999999984,-0.015540000000001442,-0.1261999999999972,-0.09010000000000673,-0.2524999999999977,0.04499999999995907,0.002599999999915781,0.0016000000000531145,-0.012500000000045475,-0.050299999999992906,-0.12149999999996908,-0.06309999999996307
0.06770000000000209,-0.013199999999983447,-0.05709999999999127,-0.010540999999999912,-0.020091799999999993,0.0225919999999995,-0.17832699999999946,0.1951699999999974,0.09201999999999799,0.01735999999999649,-0.0478999999999985,-0.06219999999996162,-0.21760000000000446,0.06810000000007221,-0.023500000000012733,-0.017699999999990723,0.013199999999983447,-0.019000000000005457,-0.017700000000047567,-0.09010000000000673
0.08530000000001792,0.026799999999980173,-0.055999999999983174,-0.05198000000000036,0.01263439999999999,0.01536200000000143,0.011034999999999684,0.0036700000000031707,-0.023809999999997444,-0.017739999999996314,-0.037900000000007594,-0.06700000000000728,-0.23820000000000618,0.04939999999999145,-0.001099999999951251,0.004599999999982174,0.00010000000008858478,-0.022999999999996135,-0.044399999999996,-0.12339999999994689
