time,torso_tx,torso_ty,torso_tz,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,end_eff_tx,end_eff_ty,end_eff_tz,goal_tx,goal_ty,goal_tz,elbow_tx,elbow_ty,elbow_tz,mouth_tx,mouth_ty,mouth_tz
2.59,349.7003,487.934,391.4229,-8.684771,8.369396,-6.546103,44.97481,-28.56229,26.67684,91.38437,67.84097,612.46,555.5086,492.0422,572.4052,578.1571,423.0366,333.9528,336.1359,718.7422,454.3652,711.5851,402.9217
2.6,349.6544,487.8039,391.5085,-8.716634,8.373277,-6.574924,45.50669,-28.37568,26.84927,91.40194,67.54467,611.7936,558.5552,490.5146,570.9429,581.5487,421.9724,336.0152,337.5402,718.9681,454.7844,710.6429,403.1043
2.61,349.6123,487.6814,391.6232,-8.769382,8.35299,-6.578331,46.01548,-28.16663,27.09077,91.38474,67.11672,611.2488,562.2766,489.84,569.3573,584.6655,420.7477,337.9886,338.9146,719.1295,455.3213,709.7371,402.9959
2.62,349.5487,487.5548,391.7436,-8.794956,8.333093,-6.594664,46.44584,-27.87683,27.27398,91.35866,66.79866,610.4095,564.4935,487.656,567.6153,587.5186,419.437,339.8903,340.1002,719.1885,455.6433,708.8204,403.1718
2.63,349.5059,487.4398,391.8632,-8.826069,8.298734,-6.598432,46.93098,-27.66892,27.45267,91.27023,66.44553,609.7148,567.2795,486.3759,565.9434,590.279,418.2886,341.7504,341.4297,719.3323,456.0787,707.8906,402.9629
2.64,349.4388,487.2627,391.9923,-8.85459,8.280338,-6.604439,47.31775,-27.47335,27.69354,91.29368,66.12414,609.1814,569.8089,484.9318,564.1308,593.1412,417.1308,343.5996,342.7634,719.553,456.7123,706.9223,402.8667
2.65,349.4131,487.1293,392.1242,-8.831558,8.255919,-6.607771,47.728,-27.35659,27.92274,91.31437,65.69324,608.6267,572.3245,483.6345,562.4674,596.0957,416.0898,345.3634,343.9003,719.6271,457.2145,706.0541,402.9289
2.66,349.3696,486.9679,392.272,-8.868547,8.235283,-6.623461,48.11333,-27.17279,28.1861,91.32815,65.41711,607.9848,574.7992,482.3734,560.562,598.6234,414.982,347.0898,345.1161,719.6616,457.7554,705.2307,402.9314
2.67,349.3143,486.8237,392.3468,-8.885859,8.260114,-6.656765,48.5352,-27.01797,28.45058,91.33308,65.17564,607.2532,577.1953,480.9457,558.7022,601.1874,413.8998,348.704,346.4372,719.9146,458.1495,704.1833,402.8591
2.68,349.2569,486.6767,392.5005,-8.765249,8.218392,-6.65641,48.7615,-26.89575,28.6345,91.30196,64.92342,606.598,579.4881,479.7153,556.7526,603.3545,412.7445,350.3268,347.6387,720.064,458.6407,703.2447,402.6759
2.69,349.1797,486.5366,392.6478,-8.776511,8.24268,-6.674741,49.14034,-26.76316,28.83763,91.34495,64.62446,605.7944,581.6488,478.3206,554.847,605.5177,411.7144,351.8778,348.6582,720.0712,459.2121,702.4701,402.4502
2.7,349.1294,486.4694,392.7787,-8.84856,8.238773,-6.672835,49.51596,-26.60254,29.03849,91.35452,64.41328,605.0956,583.9392,477.1699,553.0084,607.7759,410.7209,353.3396,349.8481,720.1387,459.4927,701.3425,402.6538
2.71,349.0784,486.3916,392.8994,-8.864001,8.214121,-6.666312,49.9033,-26.51071,29.24261,91.36241,64.17947,604.2789,586.0626,475.9633,551.1918,609.879,409.673,354.7266,350.9836,720.2987,460.1808,700.4392,402.2045
2.72,349.0111,486.304,393.0222,-8.880923,8.173691,-6.685814,50.22097,-26.33726,29.43011,91.34652,63.84521,603.6562,587.9482,474.8025,549.4238,612.0207,408.8299,356.1483,352.1595,720.3768,460.598,699.4595,402.0764
2.73,348.9449,486.2274,393.1501,-8.899693,8.111707,-6.689961,50.51421,-26.16553,29.54807,91.34662,63.59203,603.0039,589.8204,473.595,547.5951,613.6522,407.9815,357.4867,353.1032,720.4177,461.0479,698.5336,402.0813
2.74,348.9206,486.162,393.2433,-8.912679,8.061717,-6.672934,50.80037,-26.02048,29.66451,91.31971,63.37518,602.254,591.6275,472.468,545.8283,615.6844,407.1231,358.7724,354.0297,720.4707,461.5092,697.5416,401.7991
2.75,348.9003,486.0953,393.3526,-8.898813,7.989769,-6.657543,51.01672,-25.89904,29.77937,91.36111,63.18339,601.886,593.6255,471.7151,544.0746,617.5432,406.3549,359.9208,355.1362,720.4962,461.8965,696.3856,401.2289
2.76,348.9099,486.0614,393.4589,-8.949791,7.929355,-6.623755,51.23895,-25.79171,29.84413,91.38525,63.07692,601.575,595.1843,470.7835,542.2969,619.0762,405.7156,361.0618,356.1101,720.5925,462.3541,695.4746,401.0914
2.77,348.8957,485.9668,393.5496,-8.854908,7.83731,-6.581393,51.34277,-25.69234,29.93549,91.43353,62.84403,600.8871,596.8315,469.7374,540.5197,620.7901,404.9857,362.1941,356.9754,720.6073,462.8222,694.4919,400.844
2.78,348.9124,485.9159,393.6443,-8.920949,7.737866,-6.522634,51.5791,-25.52222,29.90063,91.37095,62.73189,600.1614,598.3443,468.7323,538.7716,622.2791,404.425,363.2884,357.8086,720.656,463.3423,693.5125,400.57
2.79,348.8665,485.7947,393.7051,-8.886737,7.673834,-6.47785,51.7042,-25.42191,29.92278,91.41125,62.42904,599.1781,599.5926,467.5241,536.9291,623.7576,403.7066,364.3332,358.5736,720.681,463.806,692.5488,400.3305
2.8,348.8365,485.6123,393.8357,-9.009174,7.631949,-6.451919,52.03708,-25.35075,30.05283,91.42184,62.3622,598.4531,600.9614,466.5304,535.1849,625.055,403.2218,365.3261,359.3598,720.6954,464.0424,691.7029,400.3526
2.81,348.7463,485.3975,393.9301,-9.191842,7.589487,-6.456614,52.41178,-25.18244,30.12827,91.3639,62.19668,597.3103,602.081,465.3197,533.5661,626.6654,402.6923,366.2297,360.2234,720.615,464.4539,690.8323,400.1051
2.82,348.2937,485.025,393.8145,-9.794719,8.086866,-7.029176,53.58722,-24.80939,31.07977,91.45461,61.75255,596.9177,603.7551,464.8915,532.0525,627.995,402.3709,367.0979,360.9553,720.6394,464.8684,689.8908,399.8744
2.83,348.2716,484.8724,393.8831,-9.827325,8.102355,-7.059073,53.78827,-24.63319,31.19936,91.40502,61.65829,596.432,604.8267,464.0643,530.4321,629.3945,401.8845,367.9586,361.5643,720.5768,465.251,689.0158,399.7807
2.84,348.246,484.7005,393.9526,-9.889679,8.088362,-7.082057,53.9908,-24.49599,31.31124,91.36891,61.3904,595.9466,606.1765,463.4839,529.086,630.561,401.5974,368.8504,362.0266,720.441,465.6994,688.0829,399.3761
2.85,348.2149,484.5063,394.0472,-9.950052,8.081034,-7.088373,54.2163,-24.40554,31.37231,91.42583,61.2764,595.3942,607.1881,462.6882,527.4785,631.6769,401.2064,369.6893,362.5538,720.4223,466.1047,687.2381,399.1412
2.86,348.215,484.3772,394.1108,-9.954398,8.038858,-7.112135,54.36422,-24.29787,31.39369,91.45914,61.2687,594.9206,608.2124,461.9568,526.2361,632.9253,400.9279,370.4656,363.019,720.302,466.423,686.4183,398.9531
2.87,348.2045,484.2063,394.1738,-10.05113,8.089985,-7.126745,54.63077,-24.22387,31.51741,91.43814,61.14724,594.342,609.3204,461.4217,524.9225,633.7701,400.636,371.1816,363.5467,720.2945,466.6449,685.4732,398.7322
2.88,348.1932,484.0177,394.2411,-9.993606,8.045163,-7.145792,54.67353,-24.10614,31.5538,91.45525,61.07479,593.9004,610.1709,460.7084,523.6503,634.6026,400.3329,371.8938,364.0214,720.1963,466.9847,684.8264,398.8664
2.89,348.23,483.9006,394.3291,-10.06807,8.03792,-7.145532,54.84017,-23.98049,31.56157,91.46786,60.89709,593.5183,611.1673,460.1876,522.4752,635.5895,400.1269,372.5751,364.4843,720.0768,467.334,684.0524,398.5008
2.9,348.2131,483.6719,394.4005,-10.07695,8.064545,-7.189158,54.95725,-23.84547,31.6417,91.47901,60.79013,593.1604,612.0213,459.6679,521.3629,636.6238,399.9179,373.274,364.9394,719.8709,467.6342,683.2636,398.3739
2.91,348.2134,483.5079,394.46,-10.15318,8.045631,-7.189198,55.11718,-23.75569,31.69532,91.48611,60.57806,593.011,612.8434,459.3032,520.2136,637.2669,399.7674,373.9777,365.2195,719.7186,467.9367,682.3987,398.0898
2.92,348.2328,483.3821,394.5569,-10.22559,8.044398,-7.182501,55.25488,-23.67888,31.7432,91.51329,60.29011,592.7954,613.7197,458.9315,519.124,638.1796,399.5421,374.5983,365.4364,719.5638,468.3183,681.7414,398.0515
2.93,348.2471,483.2648,394.6073,-10.27251,8.028889,-7.206405,55.35511,-23.53263,31.75503,91.51827,60.23943,592.606,614.4696,458.4669,518.0205,639.0387,399.4072,375.1676,365.6495,719.327,468.7092,681.1506,398.1657
2.94,348.2517,483.0912,394.6582,-10.30541,8.027575,-7.201821,55.45523,-23.43163,31.75455,91.54299,59.0768,593.7542,615.364,459.0476,517.0193,639.7257,399.3556,375.7208,365.8552,719.1211,469.0601,680.4685,398.0084
2.95,348.2668,482.9712,394.7311,-10.34404,8.007736,-7.199768,55.55312,-23.33268,31.76949,91.54884,58.90309,593.616,616.1591,458.7488,515.964,640.4079,399.2665,376.2485,366.003,718.8614,469.3152,679.6926,397.9594
2.96,348.2861,482.8067,394.8006,-10.4672,7.949681,-7.179494,55.70572,-23.22694,31.71331,91.58327,58.74071,593.4002,616.9066,458.5465,514.9738,641.0155,399.159,376.8079,366.0747,718.6152,469.6051,678.9667,397.9321
2.97,348.3079,482.6517,394.8992,-10.51222,7.916604,-7.160406,55.84554,-23.16515,31.6912,91.55917,58.74267,593.2055,617.579,458.1742,514.1858,641.7735,399.1922,377.3676,366.1689,718.2649,470.0122,678.3762,397.7847
2.98,348.3115,482.4869,394.9471,-10.6029,7.888197,-7.151369,55.96846,-23.05756,31.61763,91.5275,58.7924,593.0008,618.1895,457.8709,513.2367,642.272,399.179,377.8785,366.1961,717.9926,470.3891,677.7202,397.6509
2.99,348.3373,482.2834,395.0264,-10.69863,7.814638,-7.134642,56.06103,-22.93962,31.50998,91.53181,58.68923,592.8763,618.7268,457.6341,512.3989,642.9722,399.2231,378.4149,366.2782,717.7806,470.6866,677.0833,397.5748
3,348.3747,482.0964,395.0894,-10.82815,7.810553,-7.122711,56.22318,-22.81954,31.47555,91.50143,58.49429,592.7783,619.155,457.2795,511.5343,643.5295,399.2318,378.8929,366.3342,717.6591,470.9232,676.4158,397.5328
3.01,348.4011,481.8672,395.1555,-10.84168,7.777091,-7.114486,56.25911,-22.71955,31.43794,91.56329,58.40852,592.6135,619.719,456.9535,510.8313,644.1952,399.2849,379.3495,366.3361,717.4916,471.2312,675.7405,397.542
3.02,348.5032,481.6981,395.2754,-10.86906,7.695796,-7.034954,56.23233,-22.62903,31.31064,91.56882,58.25999,592.59,620.2317,456.8017,509.9686,644.8085,399.244,379.8141,366.2776,717.1802,471.6656,675.0284,397.3791
3.03,348.4894,481.3999,395.3311,-10.91862,7.647635,-7.046132,56.27924,-22.50981,31.28394,91.60371,58.14477,592.5375,620.7269,456.6638,509.2113,645.3032,399.4329,380.3313,366.2458,716.8625,472.0623,674.4352,397.3926
3.04,348.5081,481.1997,395.3806,-10.94565,7.598439,-7.026867,56.33563,-22.44869,31.2134,91.58546,58.11747,592.3907,621.2398,456.5237,508.359,645.6906,399.5042,380.8206,366.129,716.5712,472.5905,673.8667,397.4134
3.05,348.5302,481.0089,395.4452,-11.06551,7.587626,-6.997106,56.42347,-22.33216,31.14568,91.5836,58.05733,592.2675,621.7216,456.3415,507.5903,646.133,399.5626,381.2321,366.08,716.2982,472.8258,673.2002,397.3894
3.06,348.5511,480.8002,395.471,-11.1919,7.600348,-6.969089,56.55207,-22.25133,31.10033,91.6014,57.99338,592.0427,622.1224,456.1678,506.8318,646.5821,399.7078,381.6524,365.9895,716.0608,473.1704,672.5058,397.3285
3.07,348.5956,480.6159,395.5034,-11.36863,7.632102,-6.928777,56.78788,-22.22717,31.06937,91.5858,58.06989,591.7456,622.4869,455.93,505.9934,646.8651,399.7714,382.0212,365.8526,715.8797,473.478,671.8578,397.2914
3.08,348.6186,480.413,395.4991,-11.56191,7.685594,-6.891823,57.01534,-22.17986,31.06704,91.58752,57.96896,591.7279,622.8071,455.8417,505.2211,647.192,399.9153,382.4086,365.7104,715.5895,473.9098,671.343,397.264
3.09,348.6341,480.193,395.4731,-11.56737,7.679881,-6.868824,57.0387,-22.11155,31.02753,91.58721,57.92955,591.6606,623.1199,455.6485,504.3665,647.504,400.1772,382.8414,365.5617,715.2744,474.2591,670.7228,397.1894
3.1,348.6984,480.0028,395.4625,-11.73801,7.709519,-6.800056,57.16862,-22.07802,30.96864,91.58682,57.78878,591.6867,623.4155,455.5749,503.4312,647.9584,400.3151,383.2523,365.376,714.9907,474.5485,669.9863,397.112
3.11,348.7307,479.7274,395.4764,-11.91027,7.889474,-6.819021,57.39947,-22.04014,31.12407,91.59142,57.59298,591.7802,623.7665,455.5488,502.5504,648.3866,400.5369,383.5862,365.2071,714.7581,474.9019,669.353,396.9678
3.12,348.7942,479.487,395.4663,-11.8588,7.849719,-6.811193,57.31456,-21.95156,31.03802,91.58744,57.34335,591.955,624.0528,455.599,501.6505,648.5739,400.6729,383.902,365.0214,714.5406,475.2883,668.7737,397.0243
3.13,348.8564,479.2625,395.4511,-11.97605,7.945599,-6.823101,57.44928,-21.91078,31.10835,91.60085,57.16731,592.0218,624.2874,455.536,500.6554,648.7392,400.7703,384.1686,364.8226,714.3534,475.8534,668.2785,396.5431
3.14,348.9163,478.8846,395.3675,-12.03321,8.106701,-6.862384,57.56484,-21.86631,31.22055,91.57827,57.01761,592.0113,624.4702,455.464,499.8625,649.1969,400.9999,384.466,364.6337,714.1483,475.996,667.5417,396.6724
3.15,349.0087,478.6959,395.413,-12.10516,8.118438,-6.885783,57.624,-21.78021,31.19613,91.58876,56.97535,591.9284,624.7174,455.3877,499.0548,649.3012,401.2705,384.7863,364.4021,713.9056,476.3131,666.921,396.7945
3.16,349.1056,478.5231,395.4518,-12.18143,8.11049,-6.855936,57.66145,-21.71091,31.11278,91.59296,56.92463,591.8917,624.9438,455.3594,498.1211,649.3026,401.4705,385.1014,364.162,713.672,476.9589,666.4043,396.3008
3.17,349.1634,478.331,395.4983,-12.21295,8.069644,-6.832592,57.67961,-21.64585,30.99075,91.59055,56.89788,591.9281,625.1668,455.3542,497.3446,649.6848,401.7754,385.3965,363.9568,713.4351,477.2271,665.7632,396.4127
3.18,349.2287,478.0982,395.5661,-12.32865,8.088997,-6.82306,57.78962,-21.60019,30.95816,91.61207,56.80351,591.875,625.3912,455.4013,496.5033,649.7813,402.096,385.6577,363.7277,713.2007,477.6636,665.1766,396.1095
3.19,349.3242,477.9253,395.6239,-12.42403,8.092367,-6.805575,57.87603,-21.54272,30.89021,91.59521,56.88195,592.0476,625.5113,455.4148,495.7858,649.8458,402.4818,385.8716,363.5257,712.9913,477.9813,664.6159,395.9689
3.2,349.3559,477.6782,395.6149,-12.45102,8.098114,-6.839296,57.90637,-21.43176,30.86388,91.56696,56.82154,592.1114,625.6599,455.4674,495.138,649.9474,402.8142,386.0863,363.2868,712.8085,478.3139,664.0262,395.8884
3.21,349.4786,477.5109,395.6826,-12.63076,8.118621,-6.816279,58.07384,-21.37094,30.80847,91.56239,56.71375,592.1172,625.7822,455.4905,494.5415,649.8964,403.0578,386.3226,363.0606,712.6111,478.5992,663.4073,395.7019
3.22,349.6518,477.3905,395.7846,-12.79768,8.124287,-6.773015,58.20352,-21.32275,30.73024,91.52615,56.94521,591.8487,625.733,455.0648,494.1502,650.0584,403.2896,386.5537,362.8359,712.4592,478.9559,662.9057,395.6583
3.23,349.7601,477.1904,395.8302,-12.95074,8.200435,-6.764486,58.35075,-21.28694,30.77529,91.53059,56.92978,591.8871,625.8202,455.0631,493.822,650.0133,403.5064,386.768,362.5791,712.3077,479.3348,662.2811,395.5622
3.24,349.8777,477.0628,395.8734,-13.15747,8.280015,-6.749762,58.57135,-21.28119,30.8456,91.53607,56.89903,591.8891,625.8708,455.0718,493.4541,649.6898,403.661,386.9727,362.3359,712.142,479.7394,661.7415,395.4399
3.25,349.947,476.8931,395.8975,-13.18374,8.265676,-6.750181,58.5707,-21.25021,30.81015,91.55042,56.89212,592.0095,625.8581,455.0843,493.3006,649.664,403.817,387.185,362.0732,711.9369,480.0564,661.2435,395.4434
3.26,350.0586,476.7886,395.9634,-13.3412,8.310266,-6.716503,58.68988,-21.24252,30.81003,91.57653,56.82737,592.1611,625.8496,455.1628,493.2218,649.5501,403.914,387.3505,361.8669,711.7938,480.4073,660.7556,395.403
3.27,349.9252,476.5664,395.5605,-12.30386,7.886001,-6.747415,57.44686,-21.15845,30.4564,91.61017,56.84731,592.3064,625.6768,455.1098,493.2937,649.3552,404.6205,387.5293,361.5897,711.6358,480.7,660.1629,395.3069
3.28,349.9858,476.3901,395.5729,-12.37415,7.900742,-6.731337,57.47385,-21.13524,30.45215,91.58956,56.8295,592.6007,625.5528,455.1775,493.3208,649.217,404.7009,387.6704,361.3679,711.5102,481.0315,659.6725,395.2506
3.29,350.0583,476.2305,395.5739,-12.39362,7.873006,-6.740942,57.4329,-21.09254,30.41991,91.5976,56.82113,592.7558,625.3715,455.2176,493.5619,649.1857,404.784,387.794,361.1196,711.4219,481.3376,659.1917,395.2242
3.3,350.1006,476.0418,395.5941,-12.36567,7.868104,-6.759013,57.35965,-21.04666,30.38954,91.58729,56.88981,592.9965,625.0972,455.1512,493.605,648.9503,404.8529,387.9312,360.9163,711.3792,481.6875,658.7375,395.244
3.31,350.1601,475.9025,395.6089,-12.43032,7.86127,-6.746689,57.39844,-21.03073,30.34022,91.57477,56.85985,593.1214,624.7943,455.102,493.6914,648.7111,404.8714,388.0582,360.6574,711.3639,482.0354,658.2468,395.2061
3.32,350.217,475.7869,395.6366,-12.41212,7.882023,-6.795469,57.36397,-20.99685,30.38498,91.59915,56.80699,593.2552,624.5144,455.0534,493.835,648.3757,404.9006,388.1401,360.4414,711.347,482.3531,657.7773,395.1455
3.33,350.2048,475.5687,395.581,-12.32372,7.790573,-6.779647,57.20321,-20.97498,30.3175,91.59117,56.82226,593.3162,624.1493,454.9103,493.858,648.0226,404.3323,388.2415,360.2482,711.3602,482.7615,657.3187,395.0739
3.34,350.2266,475.3547,395.573,-12.42319,7.854784,-6.789676,57.25636,-20.94167,30.36136,91.5788,56.84152,593.3603,623.8916,454.868,493.8823,647.6933,404.2688,388.3275,360.0502,711.3044,482.9269,656.7537,395.5727
3.35,350.2638,475.1187,395.6087,-12.46197,7.887187,-6.805549,57.25239,-20.90197,30.40482,91.58144,56.75368,593.5524,623.598,454.8659,493.9517,647.4076,404.744,388.4036,359.8503,711.276,483.335,656.2961,395.5055
3.36,350.3123,474.9759,395.6233,-12.52826,7.876635,-6.776765,57.31362,-20.89966,30.38338,91.55867,56.69395,593.6603,623.2009,454.8705,493.5171,647.0918,404.1433,388.441,359.6002,711.2296,483.5394,655.7338,395.3167
3.37,350.357,474.7937,395.6516,-12.61639,7.862937,-6.766852,57.36012,-20.86548,30.35556,91.55896,56.57609,593.919,622.9293,454.8406,493.0106,646.9982,403.7966,388.5275,359.4044,711.1865,483.826,655.2093,395.1883
3.38,350.3472,474.4799,395.704,-12.72093,7.925098,-6.793661,57.47795,-20.84638,30.43318,91.57771,56.50144,594.0182,622.6786,454.7933,492.9373,646.8649,403.9367,388.5699,359.2088,711.1606,484.1443,654.72,395.1117
3.39,350.3814,474.3123,395.6906,-12.74941,7.879953,-6.768384,57.41837,-20.80931,30.37436,91.5812,56.21809,594.3204,622.4785,454.6509,492.898,646.7445,403.9907,388.6086,359.0285,711.0813,484.4086,654.2929,395.2065
3.4,350.4064,474.1848,395.7052,-12.78837,7.930484,-6.739719,57.44327,-20.84109,30.39403,91.55562,56.34424,594.334,622.3067,454.5532,492.8511,646.6583,404.046,388.6425,358.8037,710.9748,484.725,653.8148,395.2004
3.41,350.4291,474.0486,395.7085,-12.77012,7.922741,-6.722715,57.37851,-20.83421,30.36318,91.58202,56.2617,594.42,622.1773,454.5243,492.9954,646.6384,404.0368,388.7043,358.5695,710.8573,485.0509,653.3445,395.1146
3.42,350.4697,473.9452,395.7381,-12.84292,7.942504,-6.723088,57.40734,-20.80756,30.37297,91.59979,56.12793,594.5624,622.0871,454.472,492.921,646.4981,404.0366,388.7238,358.3682,710.716,485.304,652.8638,395.0285
3.43,350.4877,473.8785,395.7387,-12.83745,7.936815,-6.71517,57.35796,-20.7831,30.35598,91.60476,56.1891,594.5054,622.0516,454.451,492.8317,646.3976,404.133,388.7949,358.1613,710.5888,485.5311,652.4095,395.039
3.44,350.5153,473.7983,395.7851,-12.92147,7.933329,-6.70875,57.40161,-20.77047,30.35717,91.63906,56.09354,594.6085,621.9943,454.4613,492.684,646.2706,404.1872,388.8706,357.9933,710.4526,485.7043,651.9424,395.0006
3.45,350.5233,473.7026,395.7907,-12.8937,7.938402,-6.727163,57.35623,-20.73539,30.33878,91.64645,56.05085,594.6607,621.9498,454.4472,492.5449,646.0052,404.3167,388.905,357.8471,710.2966,485.9391,651.5115,395.0716
3.46,350.5493,473.6147,395.8085,-12.97894,7.943397,-6.743994,57.42064,-20.699,30.3397,91.64437,56.084,594.7105,621.9111,454.4165,492.4077,645.9138,404.3916,388.9967,357.7082,710.1864,486.1276,651.1009,395.2313
3.47,350.576,473.525,395.8076,-12.96732,7.934318,-6.757277,57.39748,-20.66685,30.33488,91.64798,56.02621,594.8066,621.9388,454.4702,492.2482,645.7242,404.4717,389.12,357.5673,710.0568,486.3809,650.6382,395.1397
3.48,350.5808,473.4022,395.8277,-13.00864,7.904178,-6.737338,57.42527,-20.64108,30.28838,91.65214,55.99623,594.8848,621.9418,454.4763,492.1374,645.5707,404.4832,389.2297,357.4561,709.9336,486.6068,650.1841,395.1396
3.49,350.6157,473.3287,395.8441,-13.0582,7.886435,-6.719749,57.46175,-20.62377,30.25357,91.6478,56.0025,594.9513,621.9778,454.451,491.9396,645.6852,404.5389,389.3739,357.3741,709.804,486.7928,649.7718,395.2099
3.5,350.6204,473.2167,395.8722,-13.10401,7.913773,-6.716259,57.50463,-20.59923,30.26362,91.64748,56.00861,595.0246,622.0404,454.4803,492.6026,646.185,405.3905,389.4965,357.2681,709.7065,486.9319,649.4049,395.3136
3.51,350.6552,473.1507,395.8886,-13.10009,7.892615,-6.72017,57.46741,-20.53005,30.20618,91.6347,56.02535,595.0573,622.1003,454.4698,492.5007,646.1633,405.4888,389.6587,357.1801,709.6177,487.0194,648.9763,395.4378
3.52,350.6766,473.0702,395.9082,-13.2157,7.908931,-6.719123,57.59557,-20.51315,30.19258,91.63387,56.06033,595.0354,622.2413,454.5155,492.2579,645.6498,405.581,389.7932,357.0604,709.5048,487.246,648.6311,395.4216
3.53,350.701,472.9831,395.9209,-13.15349,7.901747,-6.723608,57.505,-20.4721,30.14233,91.62617,56.07672,595.0939,622.3703,454.5606,492.1113,645.5926,405.7157,389.94,356.9737,709.4128,487.3179,648.2671,395.5317
3.54,350.7307,472.9056,395.9127,-13.1414,7.899288,-6.727307,57.4907,-20.44484,30.11344,91.62742,56.14388,595.1614,622.4817,454.5789,492.1561,645.6561,406.2203,390.07,356.9029,709.3185,487.4555,647.9327,395.5993
3.55,350.811,472.8399,395.9628,-13.19861,7.921135,-6.723256,57.5694,-20.43385,30.07609,91.61533,56.16804,595.1704,622.6244,454.6242,492.2261,646.5655,406.4316,390.207,356.8692,709.2341,487.5722,647.6536,395.6356
3.56,350.8209,472.7502,395.9554,-13.17046,7.938621,-6.739389,57.56308,-20.40674,30.08858,91.60686,56.20139,595.2828,622.787,454.7179,492.0698,646.5731,406.5069,390.3568,356.8028,709.1407,487.631,647.4083,395.6746
3.57,350.8642,472.7004,395.9741,-13.11228,7.897638,-6.722835,57.50391,-20.38442,29.99973,91.58007,56.27709,595.2272,623.0258,454.7216,491.9113,646.651,406.5846,390.5057,356.7743,709.049,487.7421,647.1665,395.7213
3.58,350.9013,472.6378,395.9868,-13.15002,7.915887,-6.725888,57.54568,-20.34492,29.97203,91.59481,56.2011,595.1882,623.2857,454.7702,491.8353,646.7205,406.6726,390.665,356.7621,708.9875,487.8105,646.9593,395.8441
3.59,350.9356,472.6201,395.9735,-13.12895,7.906557,-6.727175,57.53202,-20.32382,29.93773,91.60347,56.17607,595.1603,623.5474,454.8357,491.7459,646.842,406.7464,390.8161,356.7753,708.8641,487.962,646.7591,395.732
3.6,350.979,472.5827,395.9854,-13.07428,7.913805,-6.717751,57.4945,-20.33095,29.91944,91.61224,56.17422,595.1179,623.8045,454.9018,491.5759,646.8021,406.7447,390.9898,356.7652,708.7301,488.1251,646.5874,395.7761
3.61,351.0303,472.5707,396.0028,-13.09724,7.907276,-6.711808,57.54372,-20.32191,29.88904,91.61787,56.16646,595.0993,624.0175,454.9185,491.4214,646.8756,406.7919,391.1541,356.7759,708.6475,488.2298,646.3987,395.7799
3.62,351.0841,472.5382,396.0079,-13.08343,7.897719,-6.714349,57.55244,-20.30236,29.87811,91.62139,56.182,595.0716,624.2426,454.9563,491.3105,646.934,406.8935,391.3017,356.7473,708.5119,488.2139,646.1932,395.9448
3.63,351.1043,472.5232,396.0222,-13.13117,7.917278,-6.712929,57.59801,-20.2749,29.85367,91.64459,56.28878,595.0407,624.3695,454.9598,490.9981,646.6098,406.836,391.4815,356.7352,708.3847,488.3105,646.0714,396.0778
3.64,351.1125,472.4868,396.0181,-13.07926,7.911434,-6.705087,57.56753,-20.27674,29.84559,91.65331,56.27627,595.0527,624.5908,454.9869,490.9118,646.6912,406.8604,391.6607,356.7698,708.3197,488.3968,645.9245,396.1187
3.65,351.1505,472.4822,396.0246,-13.06772,7.891254,-6.70072,57.56833,-20.25881,29.79791,91.65818,56.2657,595.0922,624.7499,454.9626,490.7551,646.6677,406.799,391.8367,356.7724,708.2193,488.4746,645.7697,396.1566
3.66,351.1811,472.4685,396.0265,-13.14923,7.899691,-6.686937,57.64326,-20.25217,29.79564,91.69259,56.17048,595.1812,624.9544,454.9354,490.816,646.9232,406.7399,392.0026,356.7871,708.1722,488.5616,645.6206,396.1433
3.67,351.1784,472.4281,396.0143,-13.09935,7.875969,-6.669322,57.62072,-20.24698,29.7669,91.66344,56.21121,595.1798,625.1506,454.9147,490.6744,646.8898,406.6908,392.179,356.7786,708.1189,488.6219,645.5156,396.1953
3.68,351.1771,472.3635,396.0239,-13.13713,7.918797,-6.670358,57.70679,-20.2657,29.79284,91.68191,56.20251,595.1743,625.2636,454.9013,490.6705,646.9034,406.6966,392.3132,356.7778,708.0718,488.6358,645.3285,396.156
3.69,351.1663,472.3241,396.0246,-13.18699,7.949573,-6.674302,57.76974,-20.24063,29.81819,91.66455,56.23326,595.2438,625.4073,454.8933,490.6136,646.8772,406.6045,392.4405,356.7862,708.0419,488.6857,645.1945,396.1861
3.7,351.1587,472.327,396.0026,-13.20818,7.902957,-6.676789,57.78262,-20.20719,29.77628,91.67453,56.24456,595.2748,625.4821,454.864,490.5964,646.8143,406.5174,392.5783,356.7666,708.0025,488.6989,645.0463,396.2062
3.71,351.1211,472.1589,396.0281,-13.24403,8.007129,-6.694,57.88149,-20.2334,29.88176,91.67573,56.27183,595.3181,625.5512,454.8708,490.6497,646.8209,406.5174,392.6389,356.7362,707.9552,488.7564,644.9117,396.1792
3.72,351.0991,472.1201,396.0261,-13.27343,8.027424,-6.685075,57.91674,-20.23994,29.88048,91.67727,56.29224,595.3758,625.6183,454.893,490.5091,646.6612,406.3061,392.7352,356.74,707.9428,488.8115,644.7876,396.1484
